"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","Starting Salary","Current Salary","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"166",50,"No","Travel_Rarely",1452,"Research & Development",11,3,"Life Sciences",1,226,3,"Female",53,3,5,"Manager",2,"Single",79704,68212,3,"Y","No",15,3,2,80,0,21,5,3,5,4,4,4
"413",46,"No","Travel_Rarely",1485,"Research & Development",18,3,"Medical",1,550,3,"Female",87,3,2,"Manufacturing Director",3,"Divorced",19240,105256,2,"Y","No",14,3,3,80,1,19,5,2,10,7,0,8
"827",38,"No","Travel_Rarely",433,"Human Resources",1,3,"Human Resources",1,1152,3,"Male",37,4,1,"Human Resources",3,"Married",11376,24016,1,"Y","No",13,3,4,80,1,7,2,4,7,6,5,0
"40",33,"No","Travel_Frequently",1141,"Sales",1,3,"Life Sciences",1,52,3,"Female",42,4,2,"Sales Executive",1,"Married",21504,12772,2,"Y","No",19,3,1,80,2,10,3,3,5,3,1,3
"560",38,"No","Travel_Rarely",268,"Research & Development",2,5,"Medical",1,773,4,"Male",92,3,1,"Research Scientist",3,"Married",12228,81884,6,"Y","Yes",13,3,2,80,1,6,0,1,1,0,0,1
"1067",33,"No","Travel_Rarely",1099,"Research & Development",4,4,"Medical",1,1502,1,"Female",82,2,1,"Laboratory Technician",2,"Married",15352,32768,8,"Y","No",11,3,4,80,0,8,5,3,5,4,0,2
"555",27,"No","Travel_Rarely",975,"Research & Development",7,3,"Medical",1,764,4,"Female",55,2,2,"Healthcare Representative",1,"Single",27244,93592,8,"Y","No",19,3,1,80,0,9,2,1,7,6,0,7
"795",34,"No","Travel_Frequently",618,"Research & Development",3,1,"Life Sciences",1,1103,1,"Male",45,3,2,"Healthcare Representative",4,"Single",31024,89064,0,"Y","No",17,3,3,80,0,7,1,2,6,2,0,4
"839",42,"Yes","Travel_Frequently",481,"Sales",12,3,"Life Sciences",1,1167,3,"Male",44,3,4,"Sales Executive",1,"Single",55032,9788,0,"Y","Yes",12,3,2,80,0,22,2,2,21,9,13,14
"1457",35,"No","Travel_Frequently",1199,"Research & Development",18,4,"Life Sciences",1,2049,3,"Male",80,3,2,"Healthcare Representative",3,"Married",22756,98376,1,"Y","Yes",14,3,4,80,2,10,2,4,10,2,0,2
"920",59,"No","Travel_Rarely",1429,"Research & Development",18,4,"Medical",1,1283,4,"Male",67,3,3,"Manufacturing Director",4,"Single",42048,80008,6,"Y","No",12,3,4,80,0,25,6,2,9,7,5,4
"83",55,"No","Travel_Rarely",111,"Sales",1,2,"Life Sciences",1,106,1,"Male",70,3,3,"Sales Executive",4,"Married",40956,72368,3,"Y","No",14,3,4,80,1,24,4,3,1,0,1,0
"586",23,"Yes","Travel_Rarely",1243,"Research & Development",6,3,"Life Sciences",1,811,3,"Male",63,4,1,"Laboratory Technician",1,"Married",6404,13780,1,"Y","Yes",21,4,3,80,2,1,2,3,0,0,0,0
"458",18,"Yes","Travel_Frequently",1306,"Sales",5,3,"Marketing",1,614,2,"Male",69,3,1,"Sales Representative",2,"Single",7512,32236,1,"Y","Yes",14,3,4,80,0,0,3,3,0,0,0,0
"171",27,"No","Travel_Rarely",1157,"Research & Development",17,3,"Technical Degree",1,233,3,"Male",51,3,1,"Research Scientist",2,"Married",12232,53456,0,"Y","Yes",16,3,4,80,1,6,3,2,5,2,1,1
"963",51,"No","Travel_Rarely",770,"Human Resources",5,3,"Life Sciences",1,1352,3,"Male",84,3,4,"Manager",2,"Divorced",56104,70352,1,"Y","Yes",11,3,2,80,1,33,2,3,33,9,0,10
"935",25,"No","Travel_Rarely",266,"Research & Development",1,3,"Medical",1,1303,4,"Female",40,3,1,"Research Scientist",2,"Single",8384,75320,1,"Y","No",18,3,4,80,0,2,3,2,2,2,2,1
"676",31,"No","Travel_Rarely",154,"Sales",7,4,"Life Sciences",1,941,2,"Male",41,2,1,"Sales Representative",3,"Married",9316,46948,3,"Y","No",15,3,2,80,0,13,2,4,7,7,5,2
"70",36,"Yes","Travel_Rarely",318,"Research & Development",9,3,"Medical",1,90,4,"Male",79,2,1,"Research Scientist",3,"Married",13552,87108,0,"Y","Yes",17,3,1,80,1,2,0,2,1,0,0,0
"246",31,"No","Travel_Frequently",1327,"Research & Development",3,4,"Medical",1,337,2,"Male",73,3,3,"Research Director",3,"Divorced",54700,54092,9,"Y","No",12,3,1,80,1,9,3,3,2,2,2,2
"4",33,"No","Travel_Frequently",1392,"Research & Development",3,4,"Life Sciences",1,5,4,"Female",56,3,1,"Research Scientist",3,"Married",11636,92636,1,"Y","Yes",11,3,3,80,0,8,3,3,8,7,3,0
"635",25,"No","Travel_Rarely",141,"Sales",3,1,"Other",1,879,3,"Male",98,3,2,"Sales Executive",1,"Married",16776,57452,1,"Y","Yes",18,3,4,80,0,5,3,3,5,3,0,3
"658",29,"No","Travel_Rarely",1086,"Research & Development",7,1,"Medical",1,912,1,"Female",62,2,1,"Laboratory Technician",4,"Divorced",10128,24216,6,"Y","No",14,3,3,80,3,8,5,3,4,3,0,3
"1079",44,"No","Travel_Rarely",136,"Research & Development",28,3,"Life Sciences",1,1523,4,"Male",32,3,4,"Research Director",1,"Married",65312,88296,3,"Y","No",13,3,3,80,1,24,1,4,20,6,14,17
"600",36,"No","Travel_Rarely",1041,"Human Resources",13,3,"Human Resources",1,829,3,"Male",36,3,1,"Human Resources",2,"Married",8572,102108,4,"Y","No",13,3,2,80,1,8,2,3,5,2,0,4
"1006",29,"No","Travel_Rarely",332,"Human Resources",17,3,"Other",1,1419,2,"Male",51,2,3,"Human Resources",1,"Single",31952,39076,1,"Y","No",13,3,1,80,0,10,3,2,10,9,0,9
"475",24,"No","Travel_Rarely",691,"Research & Development",23,3,"Medical",1,639,2,"Male",89,4,1,"Research Scientist",4,"Married",10900,86520,1,"Y","Yes",11,3,2,80,2,6,3,3,6,5,1,4
"632",44,"No","Travel_Rarely",986,"Research & Development",8,4,"Life Sciences",1,874,1,"Male",62,4,1,"Laboratory Technician",4,"Married",11272,20176,2,"Y","Yes",24,4,3,80,1,10,2,2,3,2,0,2
"679",48,"No","Travel_Rarely",1469,"Research & Development",20,4,"Medical",1,945,4,"Male",51,3,1,"Research Scientist",3,"Married",9036,22172,4,"Y","No",17,3,1,80,2,13,2,2,0,0,0,0
"1011",55,"No","Travel_Rarely",1136,"Research & Development",1,4,"Medical",1,1424,2,"Male",81,4,4,"Research Director",4,"Divorced",58928,49656,2,"Y","No",13,3,4,80,2,31,4,4,7,7,0,0
"584",34,"No","Travel_Rarely",1111,"Sales",8,2,"Life Sciences",1,808,3,"Female",93,3,2,"Sales Executive",1,"Married",26000,53220,5,"Y","No",17,3,2,80,1,6,1,3,3,2,1,2
"422",29,"Yes","Travel_Rarely",408,"Research & Development",25,5,"Technical Degree",1,565,3,"Female",71,2,1,"Research Scientist",2,"Married",10184,73200,5,"Y","No",16,3,2,80,0,6,2,4,2,2,1,1
"313",31,"No","Travel_Rarely",192,"Research & Development",2,4,"Life Sciences",1,426,3,"Male",32,3,1,"Research Scientist",4,"Divorced",10780,30988,0,"Y","Yes",18,3,2,80,1,3,2,1,2,2,2,2
"129",22,"No","Travel_Rarely",594,"Research & Development",2,1,"Technical Degree",1,169,3,"Male",100,3,1,"Laboratory Technician",4,"Married",10092,77196,0,"Y","No",14,3,3,80,1,3,2,3,2,1,2,1
